NAME,AC_NAME,CD_BLOCK,C11_CODE,T_Househol,T_Popu,M_Popu,F_Popu,T_0_6_Yrs,M_0_6_Yrs,F_0_6_Yrs,T_SC_Popu,M_SC_Popu,F_SC_Popu,T_ST_Popu,M_ST_Popu,F_ST_Popu,T_Literate,M_Literate,F_Literate,T_Illitera,M_Illitera,F_Illitera,T_Workers,M_Workers,F_Workers,T_Mn_Wkers,M_Mn_Wkers,F_Mn_Wkers,T_Mn_Culti,M_Mn_Culti,F_Mn_Culti,T_Mn_Agr_L,M_Mn_Agr_L,F_Mn_Agr_L,T_Mn_HH_IW,M_Mn_HH_IW,F_Mn_HH_IW,T_Mn_OWker,M_Mn_OWker,F_Mn_OWker,T_Mg_Wkers,M_Mg_Wkers,F_Mg_Wkers,T_Mg_Culti,M_Mg_Culti,F_Mg_Culti,T_Mg_A_Lab,M_Mg_A_Lab,F_Mg_A_Lab,T_Mg_HH_IW,M_Mg_HH_IW,F_Mg_HH_IW,T_Mg_O_W,M_Mg_O_W,F_Mg_O_W,T_Mg_W_3_6,M_Mg_W_3_6,F_Mg_W_3_6,T_Mg_C_3_6,M_Mg_C_3_6,F_Mg_C_3_6,T_Mg_AL3_6,M_Mg_AL3_6,F_Mg_AL3_6,T_Mg_HIW36,M_Mg_HIW36,F_Mg_HIW36,T_Mg_OW3_6,M_Mg_OW3_6,F_Mg_OW3_6,T_Mg_W_0_3,M_Mg_W_0_3,F_Mg_W_0_3,T_Mg_C_0_3,M_Mg_C_0_3,F_Mg_C_0_3,T_Mg_AL0_3,M_Mg_AL0_3,F_Mg_AL0_3,T_Mg_HIW03,M_Mg_HIW03,F_Mg_HIW03,T_Mg_OW0_3,M_Mg_OW0_3,F_Mg_OW0_3,T_NWkers_P,M_NWkers_P,F_NWkers_P
Laitkyrhong,Mawkynrew,Mawkynrew,278441,369,2136,1011,1125,502,230,272,0,0,0,2131,1007,1124,1271,597,674,865,414,451,1100,548,552,981,515,466,543,264,279,219,121,98,7,5,2,212,125,87,119,33,86,7,0,7,34,9,25,2,1,1,76,23,53,96,22,74,6,0,6,32,7,25,1,0,1,57,15,42,23,11,11,1,0,1,2,2,0,1,1,0,19,8,11,1036,463,573
Tiehbah,Sohiong,Mawphlang,278156,54,317,157,160,76,39,37,0,0,0,316,156,160,150,73,77,167,84,83,151,75,76,143,69,74,137,67,70,1,1,0,0,0,0,5,1,4,8,6,2,6,4,2,0,0,0,0,0,0,2,2,0,8,6,2,6,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,82,84
Syniasya,Mawkynrew,Mawkynrew,278434,113,602,297,305,145,70,75,0,0,0,597,296,301,368,170,198,234,127,107,282,147,135,281,147,134,196,92,104,30,15,15,5,3,2,50,37,13,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,320,150,170
Wahramkhar,Mawphlang,Mawphlang,278137,13,82,39,43,23,13,10,0,0,0,82,39,43,33,16,17,49,23,26,38,16,22,19,15,4,18,14,4,0,0,0,0,0,0,1,1,0,19,1,18,19,1,18,0,0,0,0,0,0,0,0,0,19,1,18,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,23,21
Tanglei,Mawkynrew,Mawkynrew,278436,68,384,188,196,106,48,58,0,0,0,383,188,195,176,63,113,208,125,83,172,90,82,140,72,68,86,47,39,17,9,8,1,1,0,36,15,21,32,18,14,5,2,3,15,6,9,1,1,0,11,9,2,22,11,11,4,1,3,12,6,6,1,1,0,5,3,2,10,7,7,1,1,0,3,0,3,0,0,0,6,6,0,212,98,114
Jaud (Lyngkhoi),Sohiong,Mawphlang,278147,45,283,142,141,61,32,29,0,0,0,280,142,138,191,95,96,92,47,45,120,61,59,113,59,54,98,53,45,3,1,2,0,0,0,12,5,7,7,2,5,6,1,5,1,1,0,0,0,0,0,0,0,7,2,5,6,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,81,82
Pingwait,Mawkynrew,Mawkynrew,278431,196,1192,603,589,292,138,154,0,0,0,1188,601,587,770,384,386,422,219,203,566,307,259,560,304,256,456,234,222,8,4,4,0,0,0,96,66,30,6,3,3,3,1,2,0,0,0,0,0,0,3,2,1,6,3,3,3,1,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,296,330
Mawngap Rim,Mawphlang,Mawphlang,278201,143,699,323,376,111,54,57,0,0,0,698,323,375,571,264,307,128,59,69,264,149,115,263,149,114,77,30,47,72,60,12,2,2,0,112,57,55,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,174,261
Madan bitaw,Sohiong,Mawphlang,278179,135,723,353,370,175,79,96,0,0,0,720,351,369,505,254,251,218,99,119,306,164,142,304,163,141,241,123,118,7,6,1,0,0,0,56,34,22,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,189,228
Lyngkien tangnew,Sohiong,Mawphlang,278211,57,285,137,148,82,37,45,0,0,0,284,137,147,170,84,86,115,53,62,158,80,78,158,80,78,137,67,70,0,0,0,3,0,3,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,57,70
Madan Lyngkhoi,Sohiong,Mawphlang,278149,46,296,140,156,61,28,33,0,0,0,294,139,155,169,75,94,127,65,62,128,69,59,124,67,57,121,67,54,0,0,0,0,0,0,3,0,3,4,2,2,2,0,2,0,0,0,1,1,0,1,1,0,4,2,2,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,71,97
Rangshken,Sohiong,Mawphlang,278195,125,639,309,330,142,75,67,0,0,0,636,307,329,379,174,205,260,135,125,291,146,145,290,145,145,158,41,117,97,83,14,0,0,0,35,21,14,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,163,185
Mawngap mawsmai,Mawphlang,Mawphlang,278200,138,833,396,437,155,82,73,0,0,0,826,390,436,660,307,353,173,89,84,248,167,81,247,167,80,13,10,3,90,71,19,0,0,0,144,86,58,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,229,356
Mawsniang,Sohiong,Mawphlang,278180,33,181,90,91,45,26,19,0,0,0,174,88,86,66,31,35,115,59,56,87,45,42,86,45,41,83,42,41,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,45,49
Kharang,Mawkynrew,Mawkynrew,278430,352,2117,1059,1058,524,277,247,0,0,0,2114,1057,1057,1183,529,654,934,530,404,988,509,479,974,501,473,462,237,225,406,211,195,3,2,1,103,51,52,14,8,6,3,1,2,3,2,1,0,0,0,8,5,3,9,4,5,2,0,2,2,1,1,0,0,0,5,3,2,5,4,4,1,1,0,1,1,0,0,0,0,3,2,1,1129,550,579
Wahnongkseh,Sohiong,Mawphlang,278216,99,430,210,220,85,42,43,0,0,0,430,210,220,188,86,102,242,124,118,192,112,80,185,111,74,120,69,51,45,28,17,0,0,0,20,14,6,7,1,6,2,0,2,3,1,2,0,0,0,2,0,2,6,1,5,1,0,1,3,1,2,0,0,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,238,98,140
Laitdiengsai,Mawkynrew,Mawkynrew,278440,135,782,377,405,179,82,97,0,0,0,780,375,405,550,272,278,232,105,127,378,187,191,378,187,191,3,1,2,311,170,141,0,0,0,64,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,190,214
Nongjrong,Mawkynrew,Mawkynrew,278433,241,1440,737,703,312,146,166,0,0,0,1433,733,700,600,216,384,840,521,319,781,436,345,461,335,126,379,280,99,17,9,8,0,0,0,65,46,19,320,101,219,205,34,171,101,56,45,0,0,0,14,11,3,286,82,204,192,27,165,83,46,37,0,0,0,11,9,2,34,19,19,13,7,6,18,10,8,0,0,0,3,2,1,659,301,358
Jani Mawiong,Sohiong,Mawphlang,278173,39,188,101,87,51,31,20,0,0,0,188,101,87,131,67,64,57,34,23,93,47,46,93,47,46,75,40,35,0,0,0,9,0,9,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,54,41
Mawwan,Mylliem,Mylliem,278350,129,669,328,341,176,85,91,0,0,0,666,327,339,185,87,98,484,241,243,303,172,131,214,137,77,127,76,51,36,24,12,1,1,0,50,36,14,89,35,54,70,27,43,12,3,9,0,0,0,7,5,2,53,19,34,40,13,27,7,2,5,0,0,0,6,4,2,36,16,16,30,14,16,5,1,4,0,0,0,1,1,0,366,156,210
Thangsning,Mawkynrew,Mawkynrew,278427,258,1472,729,743,352,171,181,0,0,0,1468,727,741,952,469,483,520,260,260,810,423,387,720,399,321,440,225,215,105,68,37,1,0,1,174,106,68,90,24,66,28,14,14,49,9,40,0,0,0,13,1,12,46,9,37,5,1,4,37,7,30,0,0,0,4,1,3,44,15,15,23,13,10,12,2,10,0,0,0,9,0,9,662,306,356
Laitnongrem,Sohiong,Mawphlang,278178,101,531,269,262,127,58,69,0,0,0,530,269,261,69,29,40,462,240,222,302,158,144,301,158,143,291,151,140,0,0,0,0,0,0,10,7,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,111,118
Mawiapbang,Mawkynrew,Mawkynrew,278438,65,356,182,174,83,48,35,0,0,0,356,182,174,248,120,128,108,62,46,274,132,142,184,85,99,3,2,1,154,74,80,1,1,0,26,8,18,90,47,43,3,2,1,40,24,16,0,0,0,47,21,26,90,47,43,3,2,1,40,24,16,0,0,0,47,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,50,32
Laitnongkseh,Sohiong,Mawphlang,278188,90,468,243,225,117,51,66,0,0,0,467,242,225,233,119,114,235,124,111,209,115,94,197,115,82,120,66,54,49,28,21,0,0,0,28,21,7,12,0,12,10,0,10,2,0,2,0,0,0,0,0,0,11,0,11,9,0,9,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,259,128,131
Mawmyrsiang,Sohiong,Mawphlang,278513,158,899,446,453,194,93,101,0,0,0,895,444,451,534,265,269,365,181,184,421,256,165,419,256,163,233,123,110,73,45,28,0,0,0,113,88,25,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,190,288
Rapleng,Mawkynrew,Mawkynrew,278439,150,807,395,412,158,82,76,0,0,0,798,389,409,557,257,300,250,138,112,537,259,278,387,209,178,306,174,132,45,23,22,0,0,0,36,12,24,150,50,100,140,50,90,10,0,10,0,0,0,0,0,0,24,5,19,20,5,15,4,0,4,0,0,0,0,0,0,126,45,45,120,45,75,6,0,6,0,0,0,0,0,0,270,136,134
Kreit,Mawphlang,Mawphlang,278280,78,444,206,238,80,38,42,0,0,0,440,205,235,261,103,158,183,103,80,213,114,99,205,113,92,164,88,76,1,1,0,1,1,0,39,23,16,8,1,7,2,0,2,1,0,1,0,0,0,5,1,4,8,1,7,2,0,2,1,0,1,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,92,139
Mawkynjing,Sohiong,Mawphlang,278182,59,348,182,166,88,44,44,0,0,0,348,182,166,200,102,98,148,80,68,142,70,72,136,68,68,114,56,58,7,5,2,0,0,0,15,7,8,6,2,4,1,0,1,2,0,2,0,0,0,3,2,1,6,2,4,1,0,1,2,0,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,112,94
Mawngap dukan,Mawphlang,Mawphlang,278197,101,614,284,330,94,48,46,0,0,0,614,284,330,513,234,279,101,50,51,214,129,85,213,129,84,15,11,4,24,22,2,0,0,0,174,96,78,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,155,245
Kharangoi,Sohiong,Mawphlang,278214,68,323,162,161,56,26,30,0,0,0,322,162,160,129,62,67,194,100,94,167,87,80,165,85,80,162,83,79,2,1,1,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,156,75,81
Mawmuthoh,Nongkrem,Mawryngkneng,278423,283,1447,731,716,293,161,132,0,0,0,1441,727,714,961,467,494,486,264,222,724,376,348,722,374,348,683,348,335,1,0,1,1,0,1,37,26,11,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,355,368
Phudmyrdong,Sohiong,Mawphlang,278172,138,672,351,321,173,80,93,1,0,1,671,351,320,394,213,181,278,138,140,261,178,83,258,177,81,164,105,59,25,15,10,0,0,0,69,57,12,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,173,238
Jongksha,Mawkynrew,Mawkynrew,278437,573,3210,1595,1615,736,388,348,0,0,0,3181,1584,1597,2039,982,1057,1171,613,558,1557,801,756,1211,652,559,310,165,145,646,323,323,3,2,1,252,162,90,346,149,197,72,35,37,220,103,117,2,1,1,52,10,42,259,117,142,31,19,12,188,89,99,1,1,0,39,8,31,87,32,32,41,16,25,32,14,18,1,0,1,13,2,11,1653,794,859
Dienglieng,Mawkynrew,Mawkynrew,278432,148,898,466,432,230,126,104,0,0,0,872,455,417,455,202,253,443,264,179,432,230,202,430,230,200,379,200,179,3,2,1,5,3,2,43,25,18,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,236,230
Mawiong,Nongkrem,Mylliem,278342,113,584,292,292,116,60,56,0,0,0,580,291,289,293,131,162,291,161,130,271,128,143,269,128,141,19,8,11,244,118,126,1,0,1,5,2,3,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,313,164,149
Khlieh Lyngkhoi,Sohiong,Mawphlang,278139,101,578,286,292,110,54,56,0,0,0,576,284,292,401,192,209,177,94,83,266,133,133,192,123,69,150,97,53,5,3,2,0,0,0,37,23,14,74,10,64,72,9,63,1,0,1,0,0,0,1,1,0,69,8,61,67,7,60,1,0,1,0,0,0,1,1,0,5,2,2,5,2,3,0,0,0,0,0,0,0,0,0,312,153,159
Ummylle,Mawphlang,Mawphlang,278193,98,600,287,313,108,58,50,0,0,0,599,287,312,443,204,239,157,83,74,210,112,98,110,63,47,42,28,14,1,0,1,2,2,0,65,33,32,100,49,51,72,39,33,16,9,7,0,0,0,12,1,11,46,23,23,31,18,13,7,4,3,0,0,0,8,1,7,54,26,26,41,21,20,9,5,4,0,0,0,4,0,4,390,175,215
Mawkohtep,Sohiong,Mawphlang,278158,49,244,126,118,63,33,30,0,0,0,238,123,115,144,74,70,100,52,48,136,71,65,134,71,63,110,64,46,0,0,0,17,3,14,7,4,3,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,55,53
Mawlali,Mawkynrew,Mawkynrew,278428,122,740,351,389,147,75,72,0,0,0,735,348,387,348,139,209,392,212,180,395,191,204,395,191,204,368,176,192,0,0,0,1,0,1,26,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,160,185
Kharnongwah,Mawphlang,Mawphlang,278170,54,279,129,150,40,21,19,0,0,0,279,129,150,211,99,112,68,30,38,162,80,82,162,80,82,116,46,70,33,25,8,1,1,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,49,68
Wahlang Inc. Jarain,Sohiong,Mawphlang,278181,113,617,310,307,146,76,70,0,0,0,616,309,307,354,165,189,263,145,118,270,144,126,264,139,125,153,58,95,72,52,20,5,5,0,34,24,10,6,5,1,0,0,0,2,2,0,0,0,0,4,3,1,6,5,1,0,0,0,2,2,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,166,181
Marbisu mawsmai,Mawphlang,Mawphlang,278199,76,404,198,206,64,34,30,0,0,0,403,198,205,301,143,158,103,55,48,180,89,91,178,89,89,126,53,73,12,11,1,1,0,1,39,25,14,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,109,115
Nongkrem Iewpomtiah,Nongkrem,Mawryngkneng,278385,585,3038,1459,1579,484,255,229,0,0,0,3031,1457,1574,2338,1102,1236,700,357,343,1071,690,381,923,590,333,147,113,34,57,33,24,5,3,2,714,441,273,148,100,48,13,8,5,24,22,2,0,0,0,111,70,41,77,55,22,13,8,5,9,8,1,0,0,0,55,39,16,71,45,45,0,0,0,15,14,1,0,0,0,56,31,25,1967,769,1198
Demthring,Mylliem,Mylliem,278144,47,309,158,151,70,30,40,0,0,0,308,157,151,189,98,91,120,60,60,129,74,55,83,74,9,77,69,8,0,0,0,0,0,0,6,5,1,46,0,46,45,0,45,0,0,0,0,0,0,1,0,1,46,0,46,45,0,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,84,96
Mawlein,Nongkrem,Mawryngkneng,278917,55,337,165,172,68,30,38,1,1,0,335,163,172,220,107,113,117,58,59,106,76,30,46,28,18,7,5,2,2,2,0,0,0,0,37,21,16,60,48,12,11,9,2,17,14,3,1,0,1,31,25,6,38,30,8,6,5,1,9,8,1,1,0,1,22,17,5,22,18,18,5,4,1,8,6,2,0,0,0,9,8,1,231,89,142
Demthring,Sohiong,Mawphlang,278339,50,258,130,128,38,23,15,0,0,0,258,130,128,185,88,97,73,42,31,131,59,72,128,59,69,59,15,44,26,11,15,25,25,0,18,8,10,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,71,56
Umiew Maw-U-Sam,Nongkrem,Mawryngkneng,278387,108,587,314,273,137,76,61,0,0,0,584,313,271,391,201,190,196,113,83,269,157,112,267,157,110,223,143,80,2,0,2,15,1,14,27,13,14,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,157,161
Maweitnai,Mylliem,Mylliem,278338,196,974,488,486,234,114,120,0,0,0,969,487,482,347,171,176,627,317,310,728,365,363,408,250,158,158,99,59,219,126,93,1,1,0,30,24,6,320,115,205,241,79,162,71,33,38,5,1,4,3,2,1,122,24,98,95,10,85,20,11,9,4,1,3,3,2,1,198,91,91,146,69,77,51,22,29,1,0,1,0,0,0,246,123,123
Mawjongka,Sohiong,Mawphlang,278154,99,603,301,302,155,78,77,0,0,0,603,301,302,354,173,181,249,128,121,287,155,132,287,155,132,261,143,118,0,0,0,0,0,0,26,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,146,170
Lyngkien Shyiap,Nongkrem,Mylliem,278308,88,514,248,266,113,57,56,0,0,0,514,248,266,288,138,150,226,110,116,228,121,107,225,120,105,206,110,96,11,6,5,0,0,0,8,4,4,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,127,159
Marbisu Pdengshnong,Mawphlang,Mawphlang,278198,287,1622,781,841,339,164,175,0,0,0,1598,769,829,1210,583,627,412,198,214,562,353,209,558,350,208,340,214,126,113,80,33,0,0,0,105,56,49,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,428,632
Mawkhar,Mylliem,Mylliem,278351,160,757,379,378,162,88,74,0,0,0,756,379,377,383,175,208,374,204,170,546,268,278,299,139,160,213,95,118,47,33,14,0,0,0,39,11,28,247,129,118,114,56,58,69,45,24,0,0,0,64,28,36,99,59,40,21,11,10,69,45,24,0,0,0,9,3,6,148,70,70,93,45,48,0,0,0,0,0,0,55,25,30,211,111,100
Mawreng,Mawphlang,Mawphlang,278165,186,925,449,476,190,91,99,0,0,0,920,447,473,617,285,332,308,164,144,433,230,203,423,226,197,287,148,139,63,35,28,6,4,2,67,39,28,10,4,6,5,0,5,3,3,0,0,0,0,2,1,1,9,4,5,4,0,4,3,3,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,492,219,273
Lyngngai,Sohiong,Mawphlang,278935,19,100,66,34,30,24,6,0,0,0,100,66,34,41,20,21,59,46,13,48,31,17,37,31,6,0,0,0,36,31,5,0,0,0,1,0,1,11,0,11,0,0,0,11,0,11,0,0,0,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,35,17
Mawlmeng (Rangsyuin),Mylliem,Mylliem,278346,50,260,128,132,49,27,22,0,0,0,260,128,132,171,79,92,89,49,40,113,71,42,112,71,41,51,26,25,34,23,11,16,16,0,11,6,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,57,90
Lyngkhwir,Mawphlang,Mawphlang,278166,23,114,57,57,23,9,14,0,0,0,112,56,56,81,40,41,33,17,16,66,35,31,66,35,31,59,29,30,6,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,22,26
Syllai-U-Lor,Mylliem,Mylliem,278335,117,589,271,318,108,57,51,1,1,0,588,270,318,426,179,247,163,92,71,191,138,53,176,132,44,2,2,0,78,63,15,17,15,2,79,52,27,15,6,9,3,2,1,12,4,8,0,0,0,0,0,0,11,4,7,3,2,1,8,2,6,0,0,0,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,398,133,265
Nongbet,Mylliem,Mylliem,278333,76,404,181,223,72,37,35,0,0,0,403,180,223,307,132,175,97,49,48,141,90,51,134,85,49,63,29,34,12,4,8,31,31,0,28,21,7,7,5,2,3,2,1,1,1,0,0,0,0,3,2,1,7,5,2,3,2,1,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,91,172
Nongkasen,Sohiong,Mawphlang,278127,61,356,174,182,71,39,32,0,0,0,355,173,182,234,116,118,122,58,64,124,74,50,124,74,50,69,41,28,21,16,5,0,0,0,34,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,100,132
Mawpynthih,Nongkrem,Mylliem,278344,454,2518,1198,1320,628,297,331,0,0,0,2517,1197,1320,1434,681,753,1084,517,567,1190,586,604,1181,583,598,1056,507,549,63,34,29,0,0,0,62,42,20,9,3,6,0,0,0,3,2,1,0,0,0,6,1,5,8,3,5,0,0,0,3,2,1,0,0,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1328,612,716
Mawdngung,Sohiong,Mawphlang,278174,128,708,324,384,175,85,90,0,0,0,707,324,383,367,153,214,341,171,170,311,142,169,196,87,109,51,14,37,90,42,48,0,0,0,55,31,24,115,55,60,2,1,1,110,51,59,0,0,0,3,3,0,115,55,60,2,1,1,110,51,59,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,182,215
Smit Lemthaw,Nongkrem,Mawryngkneng,278388,947,5037,2481,2556,936,498,438,0,0,0,5013,2468,2545,3600,1729,1871,1437,752,685,1754,1118,636,1471,962,509,214,158,56,437,322,115,7,5,2,813,477,336,283,156,127,26,18,8,64,27,37,7,6,1,186,105,81,147,63,84,16,11,5,51,17,34,4,3,1,76,32,44,136,93,93,10,7,3,13,10,3,3,3,0,110,73,37,3283,1363,1920
Shiliangktieh,Sohiong,Mawphlang,278146,32,155,78,77,33,17,16,0,0,0,155,78,77,95,47,48,60,31,29,69,34,35,46,34,12,42,34,8,0,0,0,0,0,0,4,0,4,23,0,23,23,0,23,0,0,0,0,0,0,0,0,0,23,0,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,44,42
Umphrup,Nongkrem,Mawryngkneng,278386,302,1749,830,919,331,159,172,0,0,0,1745,829,916,1239,569,670,510,261,249,636,389,247,627,380,247,101,51,50,240,152,88,3,3,0,283,174,109,9,9,0,1,1,0,6,6,0,0,0,0,2,2,0,9,9,0,1,1,0,6,6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,441,672
Kyndong Wahlang,Sohiong,Mawphlang,278151,91,498,261,237,125,66,59,0,0,0,498,261,237,331,173,158,167,88,79,229,113,116,228,113,115,196,91,105,2,1,1,1,0,1,29,21,8,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,148,121
Mawsing,Nongkrem,Mylliem,278330,65,323,156,167,73,38,35,0,0,0,322,155,167,167,77,90,156,79,77,162,84,78,162,84,78,157,83,74,1,0,1,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,72,89
